,Year,Mileage,Engine,Power,Seats,Price,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol
2969,2009,42,1248.0,75,5.0,1673,0,1,0,0
2970,2016,26,2987.0,254.8,7.0,85188,0,1,0,0
2971,2016,59,1186.0,73.97,5.0,5324,0,1,0,0
2972,2008,42,1493.0,110,5.0,4563,0,1,0,0
2973,2014,40,1591.0,121.3,5.0,9279,0,0,0,1
2974,2010,36,1196.0,70,5.0,3422,0,0,0,1
2975,2016,59,1248.0,74,5.0,9051,0,1,0,0
2976,2013,54,1461.0,63.12,5.0,7530,0,1,0,0
2977,2015,38,1198.0,74,5.0,8351,0,0,0,1
2978,2019,53,1995.0,190,5.0,10146,0,1,0,0
2979,2015,35,1598.0,103.52,5.0,9507,0,0,0,1
2980,2014,28,2967.0,241.4,7.0,53060,0,1,0,0
2981,2016,61,1248.0,88.5,5.0,10496,0,1,0,0
2982,2014,59,1498.0,98.6,5.0,9112,0,1,0,0
2983,2010,25,3498.0,272,5.0,15820,0,0,0,1
2984,2012,34,2967.0,241.38,5.0,44115,0,1,0,0
2985,2016,32,2179.0,118.3,7.0,8899,0,1,0,0
2986,2006,28,1493.0,100,5.0,3361,0,0,0,1
2987,2010,36,1586.0,103.3,5.0,3650,0,0,0,1
2988,2009,34,1798.0,138.1,5.0,4563,0,0,0,1
2989,2012,33,1598.0,103.6,5.0,5704,0,0,0,1
2990,2015,49,814.0,55.2,5.0,4487,0,0,0,1
2991,2011,47,1968.0,108.5,5.0,8823,0,1,0,0
2992,2012,53,1248.0,74,5.0,7453,0,1,0,0
2993,2018,33,1798.0,138.03,5.0,25784,0,0,0,1
2994,2013,30,2494.0,100,8.0,19015,0,1,0,0
2995,2017,64,1047.0,69,5.0,7606,0,1,0,0
2996,2015,36,1598.0,103.52,5.0,7119,0,0,0,1
2997,2016,25,3198.0,197,7.0,45332,0,1,0,0
2998,2017,59,799.0,53.3,5.0,5263,0,0,0,1
2999,2012,54,1396.0,90,5.0,6084,0,1,0,0
3000,2012,41,1896.0,106,5.0,6845,0,1,0,0
3001,2013,50,1364.0,87.2,5.0,8929,0,1,0,0
3002,2015,36,2179.0,120,8.0,14451,0,1,0,0
3003,2013,33,1968.0,174.3,5.0,49439,0,1,0,0
3004,2014,42,1248.0,73.8,8.0,5902,0,1,0,0
3005,2013,53,1995.0,190,5.0,19897,0,1,0,0
3006,2012,50,1461.0,84.8,5.0,5324,0,1,0,0
3007,2010,30,2354.0,177.6,5.0,5324,0,0,0,1
3008,2010,39,1493.0,110,5.0,6769,0,1,0,0
3009,2015,39,796.0,34.2,8.0,3574,0,0,0,1
3010,2015,40,1497.0,117.3,5.0,7606,0,0,0,1
3011,2012,0,2967.0,241.4,5.0,42594,0,1,0,0
3012,2007,39,1388.0,68,5.0,3042,0,0,0,1
3013,2015,53,1396.0,88.73,5.0,9659,0,1,0,0
3014,2015,30,2143.0,201.1,5.0,37467,0,1,0,0
3015,2012,61,998.0,58.2,5.0,4563,1,0,0,0
3016,2016,53,1498.0,98.59,5.0,12017,0,1,0,0
3017,2011,43,1197.0,80,5.0,4943,0,0,0,1
3018,2016,41,1497.0,117.3,5.0,12550,0,0,0,1
3019,2011,54,1461.0,63.1,5.0,4335,0,1,0,0
3020,2010,47,1399.0,68,5.0,4867,0,1,0,0
3021,2013,43,1198.0,75,5.0,2662,0,0,0,1
3022,2009,30,2354.0,177.6,5.0,8747,0,0,0,1
3023,2010,32,1798.0,157.75,5.0,7149,0,0,0,1
3024,2017,32,796.0,35,5.0,4411,0,0,0,1
3025,2012,51,1396.0,88.8,5.0,6465,0,1,0,0
3026,2017,40,1582.0,126.2,5.0,22057,0,1,0,0
3027,2016,59,1248.0,74,5.0,8123,0,1,0,0
3028,2014,59,1248.0,74,5.0,5856,0,1,0,0
3029,2009,30,2494.0,102,8.0,12930,0,1,0,0
3030,2016,57,1120.0,71,5.0,6389,0,1,0,0
3031,2016,48,1248.0,88.7,7.0,10268,0,1,0,0
3032,2016,25,3198.0,197.2,7.0,39551,0,1,0,0
3033,2019,53,1396.0,88.73,5.0,13097,0,1,0,0
3034,2009,44,998.0,67.1,5.0,2220,0,0,0,1
3035,2011,49,1248.0,73.9,5.0,4259,0,1,0,0
3036,2018,75,998.0,58.2,4.0,6084,1,0,0,0
3037,2014,39,1497.0,118,5.0,8321,0,0,0,1
3038,2009,41,1298.0,85.8,5.0,3726,0,0,0,1
3039,2014,40,1995.0,184,5.0,32706,0,1,0,0
3040,2010,35,1368.0,90,5.0,2099,0,0,0,1
3041,2016,37,2179.0,140,7.0,20536,0,1,0,0
3042,2009,39,1197.0,78.9,5.0,4715,0,0,0,1
3043,2016,50,1197.0,83.1,5.0,8351,0,0,0,1
3044,2017,57,1248.0,88.5,5.0,14466,0,1,0,0
3045,2012,36,1196.0,70.02,5.0,3635,0,0,0,1
3046,2014,78,998.0,67.04,5.0,4943,1,0,0,0
3047,2014,42,1197.0,103.5,5.0,8594,0,0,0,1
3048,2010,35,2489.0,93.7,7.0,2814,0,1,0,0
3049,2019,31,2995.0,340,5.0,3072,0,0,0,1
3050,2013,45,1248.0,73.9,5.0,8823,0,1,0,0
3051,2017,38,1199.0,74,5.0,10496,0,0,0,1
3052,2013,40,1591.0,121.3,5.0,8138,0,0,0,1
3053,2010,46,1086.0,68.05,5.0,4335,0,0,0,1
3054,2014,30,2143.0,204,5.0,34607,0,1,0,0
3055,1998,40,993.0,60,5.0,684,0,0,0,1
3056,2013,47,1197.0,78.9,5.0,7058,0,0,0,1
3057,2016,60,1498.0,98.6,5.0,8016,0,1,0,0
3058,2016,33,2179.0,148,7.0,15212,0,1,0,0
3059,2015,43,1198.0,86.8,5.0,6008,0,0,0,1
3060,2010,39,1197.0,80,5.0,5141,0,0,0,1
3061,2018,34,1390.0,120.33,5.0,25556,0,0,0,1
3062,2010,39,1198.0,88.8,5.0,3027,0,0,0,1
3063,2017,44,1197.0,82,5.0,8883,0,0,0,1
3064,2016,34,2993.0,270.9,5.0,54992,0,1,0,0
3065,2014,38,2179.0,187.7,5.0,39095,0,1,0,0
3066,2013,37,2179.0,140,7.0,14056,0,1,0,0
3067,2015,53,1598.0,118,5.0,11637,0,1,0,0
3068,2015,40,1968.0,174.33,5.0,38502,0,1,0,0
3069,2013,44,1461.0,108.45,5.0,7225,0,1,0,0
3070,2014,44,1197.0,85.8,5.0,10176,0,0,0,1
3071,2012,38,1198.0,73.9,5.0,4715,0,0,0,1
3072,2012,46,796.0,35,8.0,2357,0,0,0,1
3073,2019,44,1197.0,81.86,5.0,10405,0,0,0,1
3074,2014,59,624.0,37.5,4.0,2433,0,0,0,1
3075,2017,41,1395.0,147.51,5.0,33056,0,0,0,1
3076,2015,38,1198.0,74,5.0,7225,0,0,0,1
3077,2015,53,796.0,47.3,5.0,3726,0,0,0,1
3078,2019,48,1496.0,113.98,5.0,47994,0,1,0,0
3079,2012,35,1968.0,140.8,5.0,15592,0,1,0,0
3080,2019,29,2198.0,158,7.0,41620,0,1,0,0
3081,2013,37,1499.0,110,5.0,9887,0,0,0,1
3082,2016,44,1197.0,82,5.0,6465,0,0,0,1
3083,2014,42,1199.0,82.4,5.0,8366,0,0,0,1
3084,2015,49,1197.0,83.14,5.0,6084,0,0,0,1
3085,2017,41,1193.0,88.7,5.0,7073,0,0,0,1
3086,2015,45,2143.0,170,5.0,43354,0,1,0,0
3087,2014,40,1998.0,163.7,5.0,10815,0,1,0,0
3088,2013,49,1248.0,73.9,5.0,5932,0,1,0,0
3089,2017,44,1197.0,81.86,5.0,8518,0,0,0,1
3090,2012,66,1248.0,73.75,5.0,3422,0,1,0,0
3091,2011,52,1582.0,126.32,5.0,5932,0,1,0,0
3092,2014,34,2993.0,270.9,5.0,43552,0,1,0,0
3093,2013,32,1798.0,157.75,5.0,11028,0,0,0,1
3094,2006,44,998.0,67.1,5.0,3042,0,0,0,1
3095,2011,38,1198.0,73.9,5.0,5324,0,0,0,1
3096,2011,34,1799.0,130.2,5.0,7606,0,0,0,1
3097,2015,47,1196.0,63,5.0,5658,1,0,0,0
3098,2014,52,998.0,67.04,5.0,5248,0,0,0,1
3099,2013,55,1248.0,74,5.0,6845,0,1,0,0
3100,2018,30,1591.0,121.3,5.0,21844,0,0,0,1
3101,2016,44,1197.0,82,5.0,8366,0,0,0,1
3102,2013,54,1461.0,63.1,5.0,4563,0,1,0,0
3103,2017,44,1197.0,81.86,5.0,9249,0,0,0,1
3104,2013,48,1598.0,103.6,5.0,7606,0,1,0,0
3105,2015,29,2982.0,168.5,7.0,30804,0,1,0,0
3106,2018,26,2755.0,171.5,7.0,27381,0,1,0,0
3107,2015,47,2143.0,107.3,5.0,26621,0,1,0,0
3108,2013,49,814.0,55.2,5.0,3194,0,0,0,1
3109,2012,53,1582.0,126.24,5.0,11409,0,1,0,0
3110,2015,48,1496.0,113.98,4.0,37680,0,1,0,0
3111,2015,46,1461.0,108.45,5.0,13158,0,1,0,0
3112,2019,25,3198.0,197,7.0,54003,0,1,0,0
3113,2014,33,1798.0,138.03,5.0,15972,0,0,0,1
3114,2018,32,2179.0,155,7.0,19775,0,1,0,0
3115,2012,39,2993.0,261.49,5.0,40312,0,1,0,0
3116,2004,40,1061.0,64,5.0,2129,0,0,0,1
3117,2017,41,1497.0,117.3,5.0,11424,0,0,0,1
3118,2014,53,1248.0,74,5.0,6541,0,1,0,0
3119,2015,42,1497.0,117.3,5.0,13614,0,0,0,1
3120,2015,48,1248.0,88.76,7.0,10511,0,1,0,0
3121,2016,44,1461.0,108.45,5.0,14831,0,1,0,0
3122,2010,45,1248.0,73.9,5.0,6084,0,1,0,0
3123,2011,54,1248.0,73.94,5.0,5552,0,1,0,0
3124,2013,35,2179.0,140,7.0,16353,0,1,0,0
3125,2015,45,1198.0,86.8,5.0,6860,0,0,0,1
3126,2016,0,2987.0,165,5.0,74874,0,1,0,0
3127,2014,49,1248.0,88.8,5.0,5628,0,1,0,0
3128,2014,30,2494.0,102,7.0,19760,0,1,0,0
3129,2015,43,1197.0,85.8,5.0,6313,0,0,0,1
3130,2012,40,1591.0,121.3,5.0,6693,0,0,0,1
3131,2015,40,1497.0,117.3,7.0,6465,0,0,0,1
3132,2017,42,1198.0,86.7,5.0,6465,0,0,0,1
3133,2017,42,1497.0,117.3,5.0,11713,0,0,0,1
3134,2015,29,2179.0,187.7,5.0,60468,0,1,0,0
3135,2017,40,1497.0,117.3,5.0,12930,0,0,0,1
3136,2008,22,2997.0,231.1,5.0,10648,0,0,0,1
3137,2002,32,1299.0,70,5.0,1216,0,0,0,1
3138,2013,30,2982.0,168.5,7.0,23198,0,1,0,0
3139,2008,44,998.0,66.1,5.0,3422,0,0,0,1
3140,2016,33,1948.0,83.1,7.0,7377,0,1,0,0
3141,2012,36,1497.0,116.3,5.0,9766,0,0,0,1
3142,2012,54,1461.0,63.12,5.0,3803,0,1,0,0
3143,2011,44,1582.0,126.32,5.0,8747,0,1,0,0
3144,2003,37,796.0,37,4.0,760,0,0,0,1
3145,2015,35,2179.0,140,7.0,17524,0,1,0,0
3146,2014,50,1248.0,88.8,5.0,6845,0,1,0,0
3147,2013,35,1396.0,98.6,5.0,7225,0,0,0,1
3148,2019,46,1582.0,126.2,5.0,20597,0,1,0,0
3149,2015,30,2143.0,201.1,5.0,35611,0,1,0,0
3150,2013,29,2982.0,168.5,7.0,29283,0,1,0,0
3151,2015,21,1984.0,181,5.0,30424,0,1,0,0
3152,2011,33,2143.0,203,5.0,19775,0,1,0,0
3153,2010,23,2354.0,180,5.0,6069,0,0,0,1
3154,2015,60,1498.0,98.6,5.0,7073,0,1,0,0
3155,2013,66,1248.0,73.75,5.0,7073,0,1,0,0
3156,2013,43,1197.0,85.8,5.0,4791,0,0,0,1
3157,2013,34,1798.0,138.1,5.0,12550,0,0,0,1
3158,2012,27,4367.0,335.3,5.0,98879,0,1,0,0
3159,2012,53,1248.0,74,5.0,6845,0,1,0,0
3160,2017,38,1956.0,170,5.0,26621,0,1,0,0
3161,2016,47,1197.0,81.80,5.0,6556,0,0,0,1
3162,2016,43,1199.0,88.7,5.0,9431,0,0,0,1
3163,2011,38,1198.0,73.9,5.0,5050,0,0,0,1
3164,2011,30,1799.0,130,5.0,5704,0,0,0,1
3165,2013,39,1496.0,88.73,5.0,7149,0,0,0,1
3166,2016,40,1591.0,121.3,5.0,9887,0,0,0,1
3167,2009,30,2494.0,102,8.0,11028,0,1,0,0
3168,2016,53,1598.0,118,5.0,13599,0,1,0,0
3169,2018,44,1194.0,94.68,5.0,11165,0,0,0,1
3170,2016,50,1197.0,83.1,5.0,10496,0,0,0,1
3171,2016,42,1199.0,88.7,5.0,8975,0,0,0,1
3172,2013,52,1582.0,126.3,5.0,10268,0,1,0,0
3173,2014,60,1498.0,98.6,5.0,6237,0,1,0,0
3174,2017,43,1968.0,147.51,5.0,41072,0,1,0,0
3175,2014,35,1598.0,103.52,5.0,6845,0,0,0,1
3176,2013,40,1968.0,174.33,5.0,22057,0,1,0,0
3177,2014,55,1248.0,74,5.0,7986,0,1,0,0
3178,2012,52,1248.0,74,5.0,1825,0,1,0,0
3179,2006,30,2494.0,100.6,8.0,7530,0,1,0,0
3180,2013,46,1461.0,108.45,5.0,11409,0,1,0,0
3181,2015,23,2996.0,333,4.0,73018,0,0,0,1
3182,2015,60,1498.0,98.6,5.0,6769,0,1,0,0
3183,2018,27,2987.0,254.79,5.0,90740,0,1,0,0
3184,2015,54,1248.0,73.94,5.0,6662,0,1,0,0
3185,2016,66,1248.0,88.5,5.0,12017,0,1,0,0
3186,2008,0,1086.0,62,5.0,2859,0,0,0,1
3187,2018,50,1197.0,83.1,5.0,11089,0,0,0,1
3188,2012,55,1498.0,88.7,5.0,9127,0,1,0,0
3189,2011,37,2179.0,140,7.0,10192,0,1,0,0
3190,2009,46,796.0,46.3,5.0,2281,0,0,0,1
3191,2016,48,1496.0,113.98,4.0,36205,0,1,0,0
3192,2014,35,2179.0,140,7.0,11819,0,1,0,0
3193,2012,42,1086.0,62.1,5.0,5050,0,0,0,1
3194,2015,53,1248.0,74,5.0,7514,0,1,0,0
3195,2013,47,2143.0,107.3,5.0,16733,0,1,0,0
3196,2016,59,799.0,53.3,5.0,5172,0,0,0,1
3197,2013,53,1248.0,74,5.0,6343,0,1,0,0
3198,2005,40,993.0,60,5.0,1901,0,0,0,1
3199,2016,44,1197.0,82,5.0,8290,0,0,0,1
3200,2012,49,1248.0,88.8,5.0,3939,0,1,0,0
3201,2015,37,2179.0,140,7.0,18269,0,1,0,0
3202,2010,41,1197.0,85.8,5.0,3726,0,0,0,1
3203,2015,36,1968.0,174.33,5.0,44115,0,1,0,0
3204,2010,34,2143.0,170,5.0,18239,0,1,0,0
3205,2015,42,1497.0,117.3,5.0,12017,0,0,0,1
3206,2010,30,2494.0,102,7.0,9507,0,1,0,0
3207,2011,43,1199.0,79.4,5.0,2738,0,0,0,1
3208,2013,62,998.0,58.16,5.0,4259,1,0,0,0
3209,2015,43,1199.0,88.7,5.0,7453,0,0,0,1
3210,2010,42,1198.0,75,5.0,3422,0,0,0,1
3211,2017,44,1373.0,91.1,5.0,13523,0,0,0,1
3212,2012,29,2982.0,168.5,7.0,22818,0,1,0,0
3213,2018,61,1498.0,99,5.0,8594,0,1,0,0
3214,2014,48,1248.0,88.8,7.0,10648,0,1,0,0
3215,2016,53,796.0,47.3,5.0,4487,0,0,0,1
3216,2013,45,1198.0,86.8,5.0,5020,0,0,0,1
3217,2010,38,1493.0,110,5.0,5324,0,1,0,0
3218,2007,30,1493.0,100,5.0,3498,0,0,0,1
3219,2017,46,1582.0,126.2,5.0,20825,0,1,0,0
3220,2013,55,1364.0,67.06,5.0,4715,0,1,0,0
3221,2014,31,2359.0,198.25,5.0,19395,0,0,0,1
3222,2017,46,1582.0,126.2,5.0,20916,0,1,0,0
3223,2017,43,1199.0,88.7,5.0,10268,0,0,0,1
3224,2014,48,1598.0,103.6,5.0,7986,0,1,0,0
3225,2015,37,2179.0,140,7.0,13310,0,1,0,0
3226,2017,43,1493.0,100,7.0,13493,0,1,0,0
3227,2010,26,2354.0,142,5.0,9887,0,0,0,1
3228,2012,48,1248.0,88.76,7.0,6845,0,1,0,0
3229,2012,30,2696.0,162,7.0,19015,0,1,0,0
3230,2014,29,2982.0,168.5,7.0,25556,0,1,0,0
3231,2016,48,1248.0,88.8,7.0,13310,0,1,0,0
3232,2013,45,1582.0,126.24,5.0,12930,0,1,0,0
3233,2011,47,1197.0,78.9,5.0,3361,0,0,0,1
3234,2012,39,796.0,34.2,5.0,2433,0,0,0,1
3235,2016,36,1198.0,86.7,5.0,9507,0,0,0,1
3236,2007,30,1799.0,130,5.0,3422,0,0,0,1
3237,2019,42,2143.0,136,5.0,39171,0,1,0,0
3238,2010,30,1798.0,157.8,5.0,10268,0,0,0,1
3239,2015,66,1248.0,88.5,5.0,9507,0,1,0,0
3240,2013,53,1498.0,89.84,5.0,7758,0,1,0,0
3241,2009,20,2987.0,224.34,5.0,16353,0,1,0,0
3242,2016,56,1120.0,70,5.0,8670,0,1,0,0
3243,2013,48,1598.0,105,5.0,9051,0,1,0,0
3244,2012,59,936.0,56.3,5.0,3650,0,1,0,0
3245,2013,40,1493.0,100,7.0,5309,0,1,0,0
3246,2011,45,1197.0,80,5.0,6084,0,0,0,1
3247,2013,55,1364.0,67.04,5.0,5856,0,1,0,0
3248,2010,34,1794.0,138.1,5.0,6008,0,0,0,1
3249,2013,47,1197.0,78.9,5.0,4563,0,0,0,1
3250,2018,42,1196.0,86.8,5.0,10192,0,0,0,1
3251,2016,43,1197.0,85.80,5.0,9340,0,0,0,1
3252,2012,35,1396.0,98.6,5.0,6693,0,0,0,1
3253,2017,62,1248.0,74,5.0,6465,0,1,0,0
3254,2010,20,4395.0,402,5.0,39445,0,0,0,1
3255,2016,53,1598.0,118,5.0,10648,0,1,0,0
3256,2017,29,2982.0,168.5,7.0,38213,0,1,0,0
3257,2017,47,998.0,68.05,5.0,6769,0,0,0,1
3258,2011,51,1396.0,90,5.0,3650,0,1,0,0
3259,2012,48,1598.0,103.6,5.0,6586,0,1,0,0
3260,2017,43,1197.0,83.14,5.0,10542,0,0,0,1
3261,2014,51,1396.0,90,5.0,6465,0,1,0,0
3262,2010,33,2143.0,203,5.0,19015,0,1,0,0
3263,2015,44,1197.0,82,5.0,7453,0,0,0,1
3264,2014,54,1396.0,90,5.0,6845,0,1,0,0
3265,2016,59,799.0,53.3,5.0,4563,0,0,0,1
3266,2015,39,1197.0,82,5.0,8823,0,0,0,1
3267,2011,35,1598.0,103.6,5.0,5065,0,0,0,1
3268,2015,33,1998.0,163.7,5.0,10070,0,1,0,0
3269,2015,44,1461.0,108.5,5.0,8747,0,1,0,0
3270,2012,52,1582.0,126.32,5.0,9431,0,1,0,0
3271,2015,54,998.0,67.04,5.0,5324,0,0,0,1
3272,2010,44,998.0,67.1,5.0,3042,0,0,0,1
3273,2012,51,1396.0,88.8,5.0,6084,0,1,0,0
3274,2011,28,1781.0,163.2,5.0,14451,0,0,0,1
3275,2013,40,1995.0,184,5.0,26621,0,1,0,0
3276,2015,33,1598.0,103.52,5.0,9294,0,0,0,1
3277,2014,47,1197.0,78.9,5.0,5704,0,0,0,1
3278,2007,24,2835.0,107.2,6.0,9431,0,1,0,0
3279,2014,61,1498.0,98.6,5.0,9355,0,1,0,0
3280,2012,49,998.0,67.1,5.0,3650,0,0,0,1
3281,2009,41,1248.0,75,5.0,3270,0,1,0,0
3282,2016,44,1197.0,82,5.0,5704,0,0,0,1
3283,2011,36,1196.0,70,5.0,3270,0,0,0,1
3284,2015,44,1197.0,81.86,5.0,7225,0,0,0,1
3285,2010,36,1586.0,103.3,5.0,3726,0,0,0,1
3286,2017,40,1497.0,117.3,5.0,16961,0,0,0,1
3287,2016,46,1461.0,108.45,5.0,13538,0,1,0,0
3288,2014,60,1498.0,98.6,5.0,6617,0,1,0,0
3289,2015,30,2494.0,100.6,7.0,18254,0,1,0,0
3290,2009,37,1995.0,181,5.0,12930,0,1,0,0
3291,2017,46,1086.0,68.05,5.0,6495,0,0,0,1
3292,2012,48,1461.0,83.8,5.0,6465,0,1,0,0
3293,2010,26,2360.0,170,5.0,14071,0,0,0,1
3294,2017,57,1248.0,88.5,5.0,13097,0,1,0,0
3295,2010,27,2987.0,261,7.0,42594,0,1,0,0
3296,2018,54,1498.0,98.96,5.0,14071,0,1,0,0
3297,2016,44,1582.0,126.2,5.0,13082,0,1,0,0
3298,2018,38,1198.0,74,5.0,11454,0,0,0,1
3299,2014,46,1461.0,108.45,5.0,8747,0,1,0,0
3300,2012,38,1198.0,86.8,5.0,6313,0,0,0,1
3301,2017,42,1196.0,86.8,5.0,8883,0,0,0,1
3302,2012,43,1968.0,187.74,5.0,25100,0,1,0,0
3303,2015,37,2993.0,258,7.0,65412,0,1,0,0
3304,2013,47,1197.0,78.9,5.0,5400,0,0,0,1
3305,2018,43,1197.0,81.83,5.0,13538,0,0,0,1
3306,2006,38,1896.0,90,5.0,3803,0,1,0,0
3307,2010,38,1493.0,110,5.0,5856,0,1,0,0
3308,2012,40,1591.0,121.4,5.0,11409,0,0,0,1
3309,2005,35,1341.0,61,5.0,2738,0,0,0,1
3310,2010,47,1399.0,68,5.0,3422,0,1,0,0
3311,2015,41,1968.0,174.33,5.0,36889,0,1,0,0
3312,2015,38,1198.0,74,5.0,6617,0,0,0,1
3313,2012,40,1995.0,184,5.0,17494,0,1,0,0
3314,2014,40,1497.0,117.3,5.0,7225,0,0,0,1
3315,2012,54,1396.0,90,5.0,7590,0,1,0,0
3316,2018,44,1199.0,88.7,5.0,13919,0,0,0,1
3317,2014,23,2354.0,152,5.0,21281,0,0,0,1
3318,2014,47,2143.0,107.3,5.0,30044,0,1,0,0
3319,2018,37,2179.0,140,7.0,25510,0,1,0,0
3320,2006,31,2523.0,63,7.0,3803,0,1,0,0
3321,2013,42,1498.0,99.6,5.0,5552,0,0,0,1
3322,2012,29,2179.0,187.74,5.0,35748,0,1,0,0
3323,2017,53,796.0,47.3,5.0,4730,0,0,0,1
3324,2013,41,1496.0,88.73,5.0,6951,0,0,0,1
3325,2014,39,1197.0,80,5.0,8092,0,0,0,1
3326,2012,47,1197.0,78.9,5.0,4867,0,0,0,1
3327,2016,59,1248.0,74,5.0,8564,0,1,0,0
3328,2015,49,814.0,55.2,5.0,4563,0,0,0,1
3329,2010,53,1995.0,190,5.0,14071,0,1,0,0
3330,2011,55,1396.0,70,5.0,1825,0,1,0,0
3331,2015,53,796.0,47.3,5.0,3270,0,0,0,1
3332,2010,51,1199.0,73.9,5.0,4639,0,1,0,0
3333,2014,33,1798.0,138.03,5.0,17494,0,0,0,1
3334,2008,42,1086.0,62.1,5.0,3498,0,0,0,1
3335,2016,47,1197.0,81.80,5.0,7530,0,0,0,1
3336,2013,50,1461.0,84.8,5.0,7225,0,1,0,0
3337,2018,57,1248.0,88.5,5.0,15440,0,1,0,0
3338,2011,42,1198.0,75,5.0,4031,0,0,0,1
3339,2015,47,1399.0,68.05,5.0,5780,0,1,0,0
3340,2017,30,1997.0,141.1,5.0,25373,0,0,0,1
3341,2014,44,1461.0,108.5,5.0,7606,0,1,0,0
3342,2011,41,1197.0,78.9,5.0,5704,0,0,0,1
3343,2013,50,1396.0,88.76,5.0,6252,0,1,0,0
3344,2015,42,1196.0,86.8,5.0,6465,0,0,0,1
3345,2004,24,2835.0,107.2,6.0,5248,0,1,0,0
3346,2014,40,1968.0,174.33,5.0,34227,0,1,0,0
3347,2006,29,1998.0,132,8.0,6845,0,0,0,1
3348,2007,35,1150.0,74.9,5.0,1369,0,0,0,1
3349,2006,35,1341.0,83,5.0,2814,0,0,0,1
3350,2013,60,1498.0,98.6,5.0,4943,0,1,0,0
3351,2014,53,1498.0,89.84,5.0,11165,0,1,0,0
3352,2015,47,1498.0,88.5,5.0,6465,0,1,0,0
3353,2016,43,1197.0,81.86,5.0,9811,0,0,0,1
3354,2011,30,2494.0,102,8.0,16353,0,1,0,0
3355,2015,35,2143.0,203.2,5.0,42213,0,1,0,0
3356,2005,40,1061.0,64,5.0,1506,0,0,0,1
3357,2016,29,2198.0,158,7.0,36509,0,1,0,0
3358,2016,43,1197.0,81.86,5.0,9279,0,0,0,1
3359,2017,41,1199.0,88.7,5.0,12550,0,0,0,1
3360,2013,38,1198.0,73.9,5.0,7073,0,0,0,1
3361,2014,32,1997.0,153.86,5.0,14831,0,0,0,1
3362,2014,44,1197.0,81.86,5.0,6693,0,0,0,1
3363,2014,44,1197.0,85.8,5.0,6069,0,0,0,1
3364,2016,38,2993.0,258,5.0,69565,0,1,0,0
3365,2014,53,1498.0,89.84,5.0,8016,0,1,0,0
3366,2014,61,998.0,58.2,5.0,5324,1,0,0,0
3367,2016,61,1498.0,98.6,5.0,11028,0,1,0,0
3368,2008,39,1405.0,70,5.0,2433,0,1,0,0
3369,2014,44,1461.0,108.45,5.0,9127,0,1,0,0
3370,2010,47,1197.0,78.9,5.0,4563,0,0,0,1
3371,2015,43,1199.0,88.7,5.0,7530,0,0,0,1
3372,2016,55,1248.0,88.5,5.0,13675,0,1,0,0
3373,2007,27,2354.0,144,5.0,2814,0,0,0,1
3374,2016,38,1198.0,73.9,5.0,9370,0,0,0,1
3375,2010,49,1248.0,73.9,5.0,5324,0,1,0,0
3376,2014,45,1199.0,88.76,5.0,6845,0,0,0,1
3377,2017,43,1197.0,81.83,5.0,11789,0,0,0,1
3378,2014,48,1461.0,83.8,5.0,10040,0,1,0,0
3379,2014,44,1197.0,82,5.0,7575,0,0,0,1
3380,2008,37,1995.0,181,5.0,14831,0,1,0,0
3381,2014,53,1498.0,89.84,5.0,8442,0,1,0,0
3382,2016,50,1498.0,108.5,5.0,15668,0,1,0,0
3383,2011,27,2354.0,177.6,5.0,11409,0,0,0,1
3384,2008,34,1399.0,92.7,5.0,2738,0,0,0,1
3385,2017,38,1199.0,74,5.0,9507,0,0,0,1
3386,2015,35,2489.0,93.7,7.0,10344,0,1,0,0
3387,2009,45,1197.0,80,5.0,4563,0,0,0,1
3388,2015,35,2179.0,140,7.0,17646,0,1,0,0
3389,2013,53,1582.0,126.24,5.0,10572,0,1,0,0
3390,2010,33,1798.0,160,5.0,5324,0,0,0,1
3391,2014,44,1197.0,81.86,5.0,8366,0,0,0,1
3392,2015,43,1197.0,81.83,5.0,8594,0,0,0,1
3393,2013,42,1248.0,73.8,8.0,4943,0,1,0,0
3394,2015,33,1598.0,103.6,5.0,11743,0,0,0,1
3395,2016,46,1582.0,126.2,5.0,18254,0,1,0,0
3396,2013,59,936.0,57.6,5.0,2357,0,1,0,0
3397,2011,27,2982.0,171,7.0,16353,0,1,0,0
3398,2016,43,1197.0,81.83,5.0,10222,0,0,0,1
3399,2012,28,2967.0,241.4,7.0,43430,0,1,0,0
3400,2013,41,2967.0,300,4.0,114091,0,1,0,0
3401,2016,41,1497.0,117.3,5.0,15957,0,0,0,1
3402,2012,40,1493.0,100,7.0,5780,0,1,0,0
3403,2012,38,1968.0,140,5.0,28142,0,1,0,0
3404,2013,29,2359.0,198.25,5.0,9127,0,0,0,1
3405,2012,52,1582.0,126.32,5.0,8366,0,1,0,0
3406,2010,44,998.0,67.1,5.0,3498,0,0,0,1
3407,2016,57,1248.0,88.5,7.0,13234,0,1,0,0
3408,2015,57,1120.0,71.01,5.0,7530,0,1,0,0
3409,2012,53,1248.0,74,5.0,6465,0,1,0,0
3410,2017,37,2179.0,140,7.0,16642,0,1,0,0
3411,2013,52,1995.0,190,5.0,32341,0,1,0,0
3412,2016,33,1798.0,138.03,5.0,17494,0,0,0,1
3413,2015,53,1396.0,88.73,5.0,9127,0,1,0,0
