,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3079,2012,Diesel,Automatic,Second,35,1968.0,140.8,5.0,15592
3080,2019,Diesel,Manual,First,29,2198.0,158,7.0,41620
3081,2013,Petrol,Manual,Second,37,1499.0,110,5.0,9887
3082,2016,Petrol,Manual,First,44,1197.0,82,5.0,6465
3083,2014,Petrol,Manual,First,42,1199.0,82.4,5.0,8366
3084,2015,Petrol,Manual,First,49,1197.0,83.14,5.0,6084
3085,2017,Petrol,Manual,First,41,1193.0,88.7,5.0,7073
3086,2015,Diesel,Automatic,First,45,2143.0,170,5.0,43354
3087,2014,Diesel,Manual,First,40,1998.0,163.7,5.0,10815
3088,2013,Diesel,Manual,First,49,1248.0,73.9,5.0,5932
3089,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,8518
3090,2012,Diesel,Manual,Third,66,1248.0,73.75,5.0,3422
3091,2011,Diesel,Manual,First,52,1582.0,126.32,5.0,5932
3092,2014,Diesel,Automatic,First,34,2993.0,270.9,5.0,43552
3093,2013,Petrol,Automatic,First,32,1798.0,157.75,5.0,11028
3094,2006,Petrol,Manual,Second,44,998.0,67.1,5.0,3042
3095,2011,Petrol,Manual,First,38,1198.0,73.9,5.0,5324
3096,2011,Petrol,Manual,First,34,1799.0,130.2,5.0,7606
3097,2015,CNG,Manual,First,47,1196.0,63,5.0,5658
3098,2014,Petrol,Manual,First,52,998.0,67.04,5.0,5248
3099,2013,Diesel,Manual,First,55,1248.0,74,5.0,6845
3100,2018,Petrol,Automatic,First,30,1591.0,121.3,5.0,21844
3101,2016,Petrol,Manual,First,44,1197.0,82,5.0,8366
3102,2013,Diesel,Manual,First,54,1461.0,63.1,5.0,4563
3103,2017,Petrol,Manual,First,44,1197.0,81.86,5.0,9249
3104,2013,Diesel,Manual,First,48,1598.0,103.6,5.0,7606
3105,2015,Diesel,Automatic,First,29,2982.0,168.5,7.0,30804
3106,2018,Diesel,Automatic,First,26,2755.0,171.5,7.0,27381
3107,2015,Diesel,Automatic,First,47,2143.0,107.3,5.0,26621
3108,2013,Petrol,Manual,First,49,814.0,55.2,5.0,3194
3109,2012,Diesel,Manual,Second,53,1582.0,126.24,5.0,11409
3110,2015,Diesel,Automatic,Second,48,1496.0,113.98,4.0,37680
3111,2015,Diesel,Manual,First,46,1461.0,108.45,5.0,13158
3112,2019,Diesel,Automatic,First,25,3198.0,197,7.0,54003
3113,2014,Petrol,Manual,First,33,1798.0,138.03,5.0,15972
3114,2018,Diesel,Manual,First,32,2179.0,155,7.0,19775
3115,2012,Diesel,Automatic,First,39,2993.0,261.49,5.0,40312
3116,2004,Petrol,Manual,Second,40,1061.0,64,5.0,2129
3117,2017,Petrol,Manual,First,41,1497.0,117.3,5.0,11424
3118,2014,Diesel,Manual,First,53,1248.0,74,5.0,6541
3119,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,13614
3120,2015,Diesel,Manual,First,48,1248.0,88.76,7.0,10511
3121,2016,Diesel,Manual,First,44,1461.0,108.45,5.0,14831
3122,2010,Diesel,Manual,Second,45,1248.0,73.9,5.0,6084
3123,2011,Diesel,Manual,First,54,1248.0,73.94,5.0,5552
3124,2013,Diesel,Manual,First,35,2179.0,140,7.0,16353
3125,2015,Petrol,Manual,First,45,1198.0,86.8,5.0,6860
3126,2016,Diesel,Automatic,First,0,2987.0,165,5.0,74874
3127,2014,Diesel,Manual,First,49,1248.0,88.8,5.0,5628
3128,2014,Diesel,Manual,First,30,2494.0,102,7.0,19760
3129,2015,Petrol,Manual,First,43,1197.0,85.8,5.0,6313
3130,2012,Petrol,Manual,First,40,1591.0,121.3,5.0,6693
3131,2015,Petrol,Manual,First,40,1497.0,117.3,7.0,6465
3132,2017,Petrol,Manual,First,42,1198.0,86.7,5.0,6465
3133,2017,Petrol,Automatic,First,42,1497.0,117.3,5.0,11713
3134,2015,Diesel,Automatic,First,29,2179.0,187.7,5.0,60468
3135,2017,Petrol,Manual,First,40,1497.0,117.3,5.0,12930
3136,2008,Petrol,Automatic,First,22,2997.0,231.1,5.0,10648
3137,2002,Petrol,Manual,Third,32,1299.0,70,5.0,1216
3138,2013,Diesel,Manual,First,30,2982.0,168.5,7.0,23198
3139,2008,Petrol,Manual,First,44,998.0,66.1,5.0,3422
3140,2016,Diesel,Manual,First,33,1948.0,83.1,7.0,7377
3141,2012,Petrol,Automatic,Second,36,1497.0,116.3,5.0,9766
3142,2012,Diesel,Manual,Second,54,1461.0,63.12,5.0,3803
3143,2011,Diesel,Automatic,First,44,1582.0,126.32,5.0,8747
3144,2003,Petrol,Manual,First,37,796.0,37,4.0,760
3145,2015,Diesel,Manual,First,35,2179.0,140,7.0,17524
3146,2014,Diesel,Manual,First,50,1248.0,88.8,5.0,6845
3147,2013,Petrol,Automatic,First,35,1396.0,98.6,5.0,7225
3148,2019,Diesel,Manual,First,46,1582.0,126.2,5.0,20597
3149,2015,Diesel,Automatic,First,30,2143.0,201.1,5.0,35611
3150,2013,Diesel,Automatic,Second,29,2982.0,168.5,7.0,29283
3151,2015,Diesel,Automatic,First,21,1984.0,181,5.0,30424
3152,2011,Diesel,Automatic,First,33,2143.0,203,5.0,19775
3153,2010,Petrol,Manual,First,23,2354.0,180,5.0,6069
3154,2015,Diesel,Manual,First,60,1498.0,98.6,5.0,7073
3155,2013,Diesel,Manual,First,66,1248.0,73.75,5.0,7073
3156,2013,Petrol,Manual,First,43,1197.0,85.8,5.0,4791
3157,2013,Petrol,Automatic,First,34,1798.0,138.1,5.0,12550
3158,2012,Diesel,Automatic,Second,27,4367.0,335.3,5.0,98879
3159,2012,Diesel,Manual,First,53,1248.0,74,5.0,6845
3160,2017,Diesel,Manual,First,38,1956.0,170,5.0,26621
3161,2016,Petrol,Manual,First,47,1197.0,81.80,5.0,6556
3162,2016,Petrol,Manual,First,43,1199.0,88.7,5.0,9431
3163,2011,Petrol,Manual,First,38,1198.0,73.9,5.0,5050
3164,2011,Petrol,Automatic,First,30,1799.0,130,5.0,5704
3165,2013,Petrol,Manual,First,39,1496.0,88.73,5.0,7149
3166,2016,Petrol,Manual,First,40,1591.0,121.3,5.0,9887
3167,2009,Diesel,Manual,First,30,2494.0,102,8.0,11028
3168,2016,Diesel,Manual,First,53,1598.0,118,5.0,13599
3169,2018,Petrol,Manual,First,44,1194.0,94.68,5.0,11165
3170,2016,Petrol,Manual,First,50,1197.0,83.1,5.0,10496
3171,2016,Petrol,Manual,First,42,1199.0,88.7,5.0,8975
3172,2013,Diesel,Automatic,First,52,1582.0,126.3,5.0,10268
3173,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,6237
3174,2017,Diesel,Automatic,First,43,1968.0,147.51,5.0,41072
3175,2014,Petrol,Manual,First,35,1598.0,103.52,5.0,6845
3176,2013,Diesel,Automatic,First,40,1968.0,174.33,5.0,22057
3177,2014,Diesel,Manual,First,55,1248.0,74,5.0,7986
3178,2012,Diesel,Manual,Second,52,1248.0,74,5.0,1825
3179,2006,Diesel,Manual,Second,30,2494.0,100.6,8.0,7530
3180,2013,Diesel,Manual,First,46,1461.0,108.45,5.0,11409
3181,2015,Petrol,Automatic,First,23,2996.0,333,4.0,73018
3182,2015,Diesel,Manual,First,60,1498.0,98.6,5.0,6769
3183,2018,Diesel,Automatic,First,27,2987.0,254.79,5.0,90740
3184,2015,Diesel,Manual,First,54,1248.0,73.94,5.0,6662
3185,2016,Diesel,Manual,First,66,1248.0,88.5,5.0,12017
3186,2008,Petrol,Manual,Second,0,1086.0,62,5.0,2859
3187,2018,Petrol,Automatic,First,50,1197.0,83.1,5.0,11089
3188,2012,Diesel,Manual,First,55,1498.0,88.7,5.0,9127
3189,2011,Diesel,Manual,Third,37,2179.0,140,7.0,10192
3190,2009,Petrol,Manual,First,46,796.0,46.3,5.0,2281
3191,2016,Diesel,Automatic,First,48,1496.0,113.98,4.0,36205
3192,2014,Diesel,Manual,First,35,2179.0,140,7.0,11819
3193,2012,Petrol,Manual,First,42,1086.0,62.1,5.0,5050
3194,2015,Diesel,Manual,First,53,1248.0,74,5.0,7514
3195,2013,Diesel,Automatic,Second,47,2143.0,107.3,5.0,16733
3196,2016,Petrol,Manual,First,59,799.0,53.3,5.0,5172
3197,2013,Diesel,Manual,First,53,1248.0,74,5.0,6343
3198,2005,Petrol,Manual,Second,40,993.0,60,5.0,1901
3199,2016,Petrol,Automatic,First,44,1197.0,82,5.0,8290
3200,2012,Diesel,Manual,First,49,1248.0,88.8,5.0,3939
3201,2015,Diesel,Manual,First,37,2179.0,140,7.0,18269
3202,2010,Petrol,Manual,Second,41,1197.0,85.8,5.0,3726
3203,2015,Diesel,Automatic,First,36,1968.0,174.33,5.0,44115
3204,2010,Diesel,Automatic,First,34,2143.0,170,5.0,18239
3205,2015,Petrol,Automatic,First,42,1497.0,117.3,5.0,12017
3206,2010,Diesel,Manual,Third,30,2494.0,102,7.0,9507
3207,2011,Petrol,Manual,Second,43,1199.0,79.4,5.0,2738
3208,2013,CNG,Manual,First,62,998.0,58.16,5.0,4259
3209,2015,Petrol,Manual,First,43,1199.0,88.7,5.0,7453
3210,2010,Petrol,Manual,First,42,1198.0,75,5.0,3422
3211,2017,Petrol,Automatic,First,44,1373.0,91.1,5.0,13523
3212,2012,Diesel,Automatic,First,29,2982.0,168.5,7.0,22818
3213,2018,Diesel,Manual,First,61,1498.0,99,5.0,8594
3214,2014,Diesel,Manual,First,48,1248.0,88.8,7.0,10648
3215,2016,Petrol,Manual,First,53,796.0,47.3,5.0,4487
3216,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,5020
3217,2010,Diesel,Manual,Second,38,1493.0,110,5.0,5324
3218,2007,Petrol,Manual,First,30,1493.0,100,5.0,3498
3219,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,20825
3220,2013,Diesel,Manual,First,55,1364.0,67.06,5.0,4715
3221,2014,Petrol,Manual,First,31,2359.0,198.25,5.0,19395
3222,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,20916
3223,2017,Petrol,Manual,First,43,1199.0,88.7,5.0,10268
3224,2014,Diesel,Manual,First,48,1598.0,103.6,5.0,7986
3225,2015,Diesel,Manual,First,37,2179.0,140,7.0,13310
3226,2017,Diesel,Manual,First,43,1493.0,100,7.0,13493
3227,2010,Petrol,Automatic,Second,26,2354.0,142,5.0,9887
3228,2012,Diesel,Manual,First,48,1248.0,88.76,7.0,6845
3229,2012,Diesel,Manual,First,30,2696.0,162,7.0,19015
3230,2014,Diesel,Automatic,First,29,2982.0,168.5,7.0,25556
3231,2016,Diesel,Manual,First,48,1248.0,88.8,7.0,13310
3232,2013,Diesel,Automatic,First,45,1582.0,126.24,5.0,12930
3233,2011,Petrol,Manual,First,47,1197.0,78.9,5.0,3361
3234,2012,Petrol,Manual,First,39,796.0,34.2,5.0,2433
3235,2016,Petrol,Automatic,First,36,1198.0,86.7,5.0,9507
3236,2007,Petrol,Automatic,Second,30,1799.0,130,5.0,3422
3237,2019,Diesel,Automatic,First,42,2143.0,136,5.0,39171
3238,2010,Petrol,Manual,Second,30,1798.0,157.8,5.0,10268
3239,2015,Diesel,Manual,First,66,1248.0,88.5,5.0,9507
3240,2013,Diesel,Manual,First,53,1498.0,89.84,5.0,7758
3241,2009,Diesel,Automatic,Second,20,2987.0,224.34,5.0,16353
3242,2016,Diesel,Manual,First,56,1120.0,70,5.0,8670
3243,2013,Diesel,Manual,First,48,1598.0,105,5.0,9051
3244,2012,Diesel,Manual,First,59,936.0,56.3,5.0,3650
3245,2013,Diesel,Manual,First,40,1493.0,100,7.0,5309
3246,2011,Petrol,Automatic,First,45,1197.0,80,5.0,6084
3247,2013,Diesel,Manual,First,55,1364.0,67.04,5.0,5856
3248,2010,Petrol,Automatic,First,34,1794.0,138.1,5.0,6008
3249,2013,Petrol,Manual,Second,47,1197.0,78.9,5.0,4563
3250,2018,Petrol,Manual,First,42,1196.0,86.8,5.0,10192
3251,2016,Petrol,Manual,First,43,1197.0,85.80,5.0,9340
3252,2012,Petrol,Automatic,Second,35,1396.0,98.6,5.0,6693
3253,2017,Diesel,Manual,First,62,1248.0,74,5.0,6465
3254,2010,Petrol,Automatic,First,20,4395.0,402,5.0,39445
3255,2016,Diesel,Manual,First,53,1598.0,118,5.0,10648
3256,2017,Diesel,Automatic,First,29,2982.0,168.5,7.0,38213
3257,2017,Petrol,Manual,First,47,998.0,68.05,5.0,6769
3258,2011,Diesel,Manual,First,51,1396.0,90,5.0,3650
3259,2012,Diesel,Manual,Second,48,1598.0,103.6,5.0,6586
3260,2017,Petrol,Automatic,First,43,1197.0,83.14,5.0,10542
3261,2014,Diesel,Manual,First,51,1396.0,90,5.0,6465
3262,2010,Diesel,Automatic,First,33,2143.0,203,5.0,19015
3263,2015,Petrol,Manual,First,44,1197.0,82,5.0,7453
3264,2014,Diesel,Manual,First,54,1396.0,90,5.0,6845
3265,2016,Petrol,Manual,First,59,799.0,53.3,5.0,4563
3266,2015,Petrol,Automatic,First,39,1197.0,82,5.0,8823
3267,2011,Petrol,Manual,First,35,1598.0,103.6,5.0,5065
3268,2015,Diesel,Automatic,First,33,1998.0,163.7,5.0,10070
3269,2015,Diesel,Manual,Second,44,1461.0,108.5,5.0,8747
3270,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,9431
3271,2015,Petrol,Automatic,First,54,998.0,67.04,5.0,5324
3272,2010,Petrol,Manual,First,44,998.0,67.1,5.0,3042
3273,2012,Diesel,Manual,First,51,1396.0,88.8,5.0,6084
3274,2011,Petrol,Automatic,First,28,1781.0,163.2,5.0,14451
3275,2013,Diesel,Automatic,First,40,1995.0,184,5.0,26621
3276,2015,Petrol,Automatic,First,33,1598.0,103.52,5.0,9294
3277,2014,Petrol,Manual,First,47,1197.0,78.9,5.0,5704
3278,2007,Diesel,Manual,Second,24,2835.0,107.2,6.0,9431
3279,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,9355
3280,2012,Petrol,Manual,First,49,998.0,67.1,5.0,3650
3281,2009,Diesel,Manual,Fourth & Above,41,1248.0,75,5.0,3270
3282,2016,Petrol,Manual,First,44,1197.0,82,5.0,5704
3283,2011,Petrol,Manual,Second,36,1196.0,70,5.0,3270
3284,2015,Petrol,Manual,First,44,1197.0,81.86,5.0,7225
3285,2010,Petrol,Manual,First,36,1586.0,103.3,5.0,3726
3286,2017,Petrol,Manual,First,40,1497.0,117.3,5.0,16961
3287,2016,Diesel,Automatic,First,46,1461.0,108.45,5.0,13538
3288,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,6617
3289,2015,Diesel,Manual,Second,30,2494.0,100.6,7.0,18254
3290,2009,Diesel,Automatic,Second,37,1995.0,181,5.0,12930
3291,2017,Petrol,Manual,First,46,1086.0,68.05,5.0,6495
3292,2012,Diesel,Manual,Second,48,1461.0,83.8,5.0,6465
3293,2010,Petrol,Automatic,First,26,2360.0,170,5.0,14071
3294,2017,Diesel,Manual,First,57,1248.0,88.5,5.0,13097
3295,2010,Diesel,Automatic,First,27,2987.0,261,7.0,42594
3296,2018,Diesel,Manual,First,54,1498.0,98.96,5.0,14071
3297,2016,Diesel,Automatic,First,44,1582.0,126.2,5.0,13082
3298,2018,Petrol,Manual,First,38,1198.0,74,5.0,11454
3299,2014,Diesel,Manual,First,46,1461.0,108.45,5.0,8747
3300,2012,Petrol,Automatic,First,38,1198.0,86.8,5.0,6313
3301,2017,Petrol,Manual,First,42,1196.0,86.8,5.0,8883
3302,2012,Diesel,Automatic,First,43,1968.0,187.74,5.0,25100
3303,2015,Diesel,Automatic,First,37,2993.0,258,7.0,65412
3304,2013,Petrol,Manual,First,47,1197.0,78.9,5.0,5400
3305,2018,Petrol,Manual,First,43,1197.0,81.83,5.0,13538
3306,2006,Diesel,Manual,Second,38,1896.0,90,5.0,3803
3307,2010,Diesel,Manual,First,38,1493.0,110,5.0,5856
3308,2012,Petrol,Automatic,Third,40,1591.0,121.4,5.0,11409
3309,2005,Petrol,Manual,Second,35,1341.0,61,5.0,2738
3310,2010,Diesel,Manual,First,47,1399.0,68,5.0,3422
3311,2015,Diesel,Automatic,First,41,1968.0,174.33,5.0,36889
3312,2015,Petrol,Manual,First,38,1198.0,74,5.0,6617
3313,2012,Diesel,Automatic,First,40,1995.0,184,5.0,17494
3314,2014,Petrol,Manual,First,40,1497.0,117.3,5.0,7225
3315,2012,Diesel,Manual,First,54,1396.0,90,5.0,7590
3316,2018,Petrol,Automatic,First,44,1199.0,88.7,5.0,13919
3317,2014,Petrol,Automatic,First,23,2354.0,152,5.0,21281
3318,2014,Diesel,Automatic,Second,47,2143.0,107.3,5.0,30044
3319,2018,Diesel,Automatic,First,37,2179.0,140,7.0,25510
3320,2006,Diesel,Manual,Third,31,2523.0,63,7.0,3803
3321,2013,Petrol,Automatic,First,42,1498.0,99.6,5.0,5552
3322,2012,Diesel,Automatic,Second,29,2179.0,187.74,5.0,35748
3323,2017,Petrol,Manual,First,53,796.0,47.3,5.0,4730
3324,2013,Petrol,Manual,First,41,1496.0,88.73,5.0,6951
3325,2014,Petrol,Manual,First,39,1197.0,80,5.0,8092
3326,2012,Petrol,Manual,First,47,1197.0,78.9,5.0,4867
3327,2016,Diesel,Manual,First,59,1248.0,74,5.0,8564
3328,2015,Petrol,Manual,First,49,814.0,55.2,5.0,4563
3329,2010,Diesel,Automatic,Second,53,1995.0,190,5.0,14071
3330,2011,Diesel,Manual,First,55,1396.0,70,5.0,1825
3331,2015,Petrol,Manual,First,53,796.0,47.3,5.0,3270
3332,2010,Diesel,Manual,First,51,1199.0,73.9,5.0,4639
3333,2014,Petrol,Automatic,First,33,1798.0,138.03,5.0,17494
3334,2008,Petrol,Manual,First,42,1086.0,62.1,5.0,3498
3335,2016,Petrol,Manual,First,47,1197.0,81.80,5.0,7530
3336,2013,Diesel,Manual,First,50,1461.0,84.8,5.0,7225
3337,2018,Diesel,Manual,First,57,1248.0,88.5,5.0,15440
3338,2011,Petrol,Manual,First,42,1198.0,75,5.0,4031
3339,2015,Diesel,Manual,First,47,1399.0,68.05,5.0,5780
3340,2017,Petrol,Automatic,First,30,1997.0,141.1,5.0,25373
3341,2014,Diesel,Manual,First,44,1461.0,108.5,5.0,7606
3342,2011,Petrol,Manual,Second,41,1197.0,78.9,5.0,5704
3343,2013,Diesel,Manual,Third,50,1396.0,88.76,5.0,6252
3344,2015,Petrol,Manual,Second,42,1196.0,86.8,5.0,6465
3345,2004,Diesel,Manual,First,24,2835.0,107.2,6.0,5248
3346,2014,Diesel,Automatic,First,40,1968.0,174.33,5.0,34227
3347,2006,Petrol,Manual,First,29,1998.0,132,8.0,6845
3348,2007,Petrol,Manual,First,35,1150.0,74.9,5.0,1369
3349,2006,Petrol,Manual,First,35,1341.0,83,5.0,2814
3350,2013,Diesel,Manual,First,60,1498.0,98.6,5.0,4943
3351,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,11165
3352,2015,Diesel,Manual,First,47,1498.0,88.5,5.0,6465
3353,2016,Petrol,Manual,First,43,1197.0,81.86,5.0,9811
3354,2011,Diesel,Manual,Second,30,2494.0,102,8.0,16353
3355,2015,Diesel,Automatic,First,35,2143.0,203.2,5.0,42213
3356,2005,Petrol,Manual,Second,40,1061.0,64,5.0,1506
3357,2016,Diesel,Automatic,First,29,2198.0,158,7.0,36509
3358,2016,Petrol,Manual,First,43,1197.0,81.86,5.0,9279
3359,2017,Petrol,Manual,First,41,1199.0,88.7,5.0,12550
3360,2013,Petrol,Manual,First,38,1198.0,73.9,5.0,7073
3361,2014,Petrol,Manual,First,32,1997.0,153.86,5.0,14831
3362,2014,Petrol,Manual,First,44,1197.0,81.86,5.0,6693
3363,2014,Petrol,Manual,First,44,1197.0,85.8,5.0,6069
3364,2016,Diesel,Automatic,First,38,2993.0,258,5.0,69565
3365,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,8016
3366,2014,CNG,Manual,First,61,998.0,58.2,5.0,5324
3367,2016,Diesel,Manual,First,61,1498.0,98.6,5.0,11028
3368,2008,Diesel,Manual,Second,39,1405.0,70,5.0,2433
3369,2014,Diesel,Manual,Second,44,1461.0,108.45,5.0,9127
3370,2010,Petrol,Manual,First,47,1197.0,78.9,5.0,4563
3371,2015,Petrol,Manual,First,43,1199.0,88.7,5.0,7530
3372,2016,Diesel,Manual,First,55,1248.0,88.5,5.0,13675
3373,2007,Petrol,Manual,Third,27,2354.0,144,5.0,2814
3374,2016,Petrol,Manual,First,38,1198.0,73.9,5.0,9370
3375,2010,Diesel,Manual,First,49,1248.0,73.9,5.0,5324
3376,2014,Petrol,Manual,First,45,1199.0,88.76,5.0,6845
3377,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,11789
3378,2014,Diesel,Manual,First,48,1461.0,83.8,5.0,10040
3379,2014,Petrol,Manual,First,44,1197.0,82,5.0,7575
3380,2008,Diesel,Automatic,Third,37,1995.0,181,5.0,14831
3381,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,8442
3382,2016,Diesel,Automatic,First,50,1498.0,108.5,5.0,15668
3383,2011,Petrol,Automatic,Second,27,2354.0,177.6,5.0,11409
3384,2008,Petrol,Manual,First,34,1399.0,92.7,5.0,2738
3385,2017,Petrol,Manual,First,38,1199.0,74,5.0,9507
3386,2015,Diesel,Manual,Second,35,2489.0,93.7,7.0,10344
3387,2009,Petrol,Automatic,First,45,1197.0,80,5.0,4563
3388,2015,Diesel,Manual,First,35,2179.0,140,7.0,17646
3389,2013,Diesel,Manual,Second,53,1582.0,126.24,5.0,10572
3390,2010,Petrol,Manual,Third,33,1798.0,160,5.0,5324
3391,2014,Petrol,Manual,First,44,1197.0,81.86,5.0,8366
3392,2015,Petrol,Manual,First,43,1197.0,81.83,5.0,8594
3393,2013,Diesel,Manual,First,42,1248.0,73.8,8.0,4943
3394,2015,Petrol,Automatic,First,33,1598.0,103.6,5.0,11743
3395,2016,Diesel,Manual,First,46,1582.0,126.2,5.0,18254
3396,2013,Diesel,Manual,First,59,936.0,57.6,5.0,2357
3397,2011,Diesel,Manual,First,27,2982.0,171,7.0,16353
3398,2016,Petrol,Manual,First,43,1197.0,81.83,5.0,10222
3399,2012,Diesel,Automatic,First,28,2967.0,241.4,7.0,43430
3400,2013,Diesel,Automatic,Second,41,2967.0,300,4.0,114091
3401,2016,Petrol,Manual,First,41,1497.0,117.3,5.0,15957
3402,2012,Diesel,Manual,First,40,1493.0,100,7.0,5780
3403,2012,Diesel,Automatic,First,38,1968.0,140,5.0,28142
3404,2013,Petrol,Automatic,First,29,2359.0,198.25,5.0,9127
3405,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,8366
3406,2010,Petrol,Manual,First,44,998.0,67.1,5.0,3498
3407,2016,Diesel,Manual,First,57,1248.0,88.5,7.0,13234
3408,2015,Diesel,Manual,First,57,1120.0,71.01,5.0,7530
3409,2012,Diesel,Manual,First,53,1248.0,74,5.0,6465
3410,2017,Diesel,Manual,Second,37,2179.0,140,7.0,16642
3411,2013,Diesel,Automatic,First,52,1995.0,190,5.0,32341
3412,2016,Petrol,Manual,Second,33,1798.0,138.03,5.0,17494
3413,2015,Diesel,Manual,Second,53,1396.0,88.73,5.0,9127
3414,2016,Petrol,Manual,First,42,1198.0,82,6.0,6237
3415,2013,Petrol,Manual,First,58,796.0,47.3,5.0,3057
3416,2010,Petrol,Manual,First,36,1172.0,67,5.0,3955
3417,2012,Petrol,Manual,First,44,998.0,67.1,5.0,3574
3418,2012,Diesel,Manual,Second,22,2835.0,118.6,6.0,13919
3419,2013,Petrol,Manual,First,45,1198.0,86.8,5.0,4411
3420,2017,Diesel,Manual,Second,53,1396.0,88.73,5.0,13964
3421,2016,Petrol,Automatic,First,30,1591.0,121.3,5.0,17417
3422,2012,CNG,Manual,Second,63,796.0,38.4,5.0,3194
3423,2017,Petrol,Manual,First,41,1198.0,86.7,5.0,8412
3424,2016,Petrol,Manual,First,42,1198.0,82,6.0,5704
3425,2018,Petrol,Automatic,First,42,1497.0,117.3,5.0,19015
3426,2017,Diesel,Automatic,First,37,2179.0,140,7.0,23578
3427,2013,Diesel,Automatic,Second,34,2143.0,170,5.0,22057
3428,2017,Diesel,Automatic,First,46,1461.0,108.45,5.0,18954
3429,2014,Petrol,Manual,Second,38,1198.0,74,5.0,7986
3430,2009,Diesel,Automatic,Second,31,2987.0,282,5.0,38030
3431,2012,Diesel,Automatic,First,30,2993.0,271.23,4.0,68454
3432,2015,Diesel,Manual,First,66,1248.0,74,5.0,7758
3433,2014,Diesel,Manual,First,60,1498.0,98.6,5.0,5324
3434,2011,Diesel,Automatic,Second,37,1995.0,181,5.0,19015
3435,2012,Diesel,Manual,First,55,1396.0,88.7,5.0,8442
3436,2015,Diesel,Automatic,First,27,2982.0,169,7.0,29633
3437,2012,Petrol,Manual,First,43,1197.0,85.8,5.0,5947
3438,2010,Petrol,Manual,First,43,1199.0,79.4,5.0,3331
3439,2017,Petrol,Automatic,First,44,1197.0,82,5.0,10481
3440,2011,Petrol,Manual,Second,36,1196.0,70,5.0,5278
3441,2010,Petrol,Manual,First,37,1298.0,88.2,5.0,4335
3442,2016,Diesel,Automatic,First,40,1968.0,174.33,5.0,39004
3443,2018,Petrol,Manual,First,39,1497.0,116.3,5.0,15638
3444,2015,Petrol,Manual,First,42,1199.0,88.7,5.0,9583
3445,2014,Diesel,Manual,First,47,1498.0,88.8,5.0,7225
3446,2013,Diesel,Manual,First,46,1461.0,83.14,5.0,8823
3447,2016,Diesel,Automatic,First,29,2179.0,187.7,7.0,67694
3448,2014,Petrol,Manual,First,43,1197.0,82.9,5.0,7073
3449,2009,Petrol,Manual,First,39,1497.0,118,5.0,5476
3450,2015,Diesel,Manual,First,37,2179.0,140,7.0,18634
3451,2017,Diesel,Manual,First,38,1956.0,170,5.0,30424
3452,2017,Diesel,Manual,First,37,2179.0,140,7.0,24339
3453,2011,Diesel,Automatic,Second,27,2179.0,120,8.0,9446
3454,2016,Petrol,Manual,First,45,1198.0,67,7.0,4943
3455,2016,Diesel,Manual,First,36,2179.0,120,7.0,14831
3456,2014,Petrol,Automatic,First,36,1198.0,86.7,5.0,6769
3457,2017,Diesel,Manual,First,60,1498.0,98.6,5.0,18254
3458,2008,Petrol,Manual,First,33,1396.0,65,5.0,1216
3459,2018,Diesel,Manual,First,56,1186.0,73.97,5.0,9051
3460,2015,CNG,Manual,First,78,796.0,40.3,4.0,4563
3461,2014,Petrol,Manual,First,40,1396.0,105.5,5.0,7986
3462,2019,Diesel,Manual,First,32,2393.0,147.8,7.0,33771
3463,2012,Diesel,Automatic,First,40,1995.0,184,5.0,20536
3464,2015,Diesel,Automatic,First,39,1968.0,138.03,5.0,20536
3465,2014,Diesel,Manual,First,47,1399.0,68.05,5.0,5278
3466,2013,Diesel,Automatic,Second,26,2696.0,184,7.0,14451
3467,2011,Petrol,Manual,First,35,1598.0,103.6,5.0,7301
3468,2016,Petrol,Manual,First,35,1598.0,103.52,5.0,9948
3469,2012,Petrol,Manual,First,38,1198.0,73.9,5.0,4715
3470,2015,Diesel,Manual,First,55,1248.0,88.5,5.0,12154
3471,2009,Petrol,Manual,Second,34,1798.0,138.1,5.0,5020
3472,2015,Diesel,Manual,First,48,1248.0,88.8,7.0,13310
3473,2013,Petrol,Automatic,First,45,1197.0,80,5.0,6373
3474,2019,Diesel,Automatic,First,42,2143.0,136,5.0,46807
3475,2006,Petrol,Manual,Second,39,1497.0,100,5.0,3209
3476,2018,Petrol,Manual,First,42,1198.0,82,6.0,9507
3477,2011,Diesel,Manual,First,27,2982.0,171,7.0,17341
3478,2011,Petrol,Manual,First,39,1497.0,118,5.0,7910
3479,2017,Diesel,Automatic,First,43,1968.0,187.74,5.0,60605
